,TCUID,Company,Country,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
3014,43068,Intermediate Capital Group plc,UNITED KINGDOM,GB00BYT1DJ19,Financials,66.0,450.957,15417.47,0.144,0.986,33.698,Value derived from data provided in CDP,457.520888535317
3030,43069,IMI plc,UNITED KINGDOM,GB00BGLP8L22,Industrials,14116.237,33924.678,535000.816,6.031,14.493,228.566,Exact Value from CDP,2340.685199765932
3044,43072,Mitie Group plc,UNITED KINGDOM,GB0004657408,Industrials,27716.838,631.0,146558.58,10.033,0.228,53.052,Value derived from data provided in CDP,2762.536507516204
3067,43074,Spirent Communications Plc,UNITED KINGDOM,GB0004726096,Information Technology,91.8,4428.554,57357.126,0.176,8.477,109.795,Value derived from data provided in CDP,522.4
3069,43076,Johnson Service Group PLC,UNITED KINGDOM,GB0004762810,Industrials,63873.0,7470.0,14083.103,216.714,25.345,47.782,Value summed up from data provided in Environmental/CSR,294.733890646252
3096,43078,JD Sports Fashion plc,UNITED KINGDOM,GB00BM8Q5M07,Consumer Discretionary,8979.0,73597.0,516762.876,1.15,9.426,66.188,Value derived from data provided in Annual Report/Financial Accounts Disclosure,7807.471504737347
3112,43079,Keller Group plc,UNITED KINGDOM,GB0004866223,Industrials,169216.0,7094.0,133807.213,63.969,2.682,50.583,Value derived from data provided in Annual Report/Financial Accounts Disclosure,2645.2948
3128,43080,Anglo American Plc,UNITED KINGDOM,GB00B1XZS820,Materials,9950000.001,7396065.722,6348306.492,321.986,239.339,205.434,Value derived from data provided in Environmental/CSR,30902.0001
3144,43081,Kier Group plc,UNITED KINGDOM,GB0004915632,Industrials,70993.0,7543.0,504875.104,16.466,1.749,117.097,Value derived from data provided in Annual Report/Financial Accounts Disclosure,4311.60919956884
3190,43090,Workspace Group plc,UNITED KINGDOM,GB00B67G5X01,Real Estate,3450.0,7151.0,6245.479,16.819,34.862,30.448,Value derived from data provided in CDP,205.1219
3205,43093,Compass Group PLC,UNITED KINGDOM,GB00BD6K4575,Consumer Discretionary,106047.0,39703.0,4690666.666,4.174,1.563,184.613,Value derived from data provided in CDP,25408.1073
3221,43094,Lookers plc,UNITED KINGDOM,GB00B17MMZ46,Consumer Discretionary,18597.0,7050.0,298655.338,3.919,1.486,62.936,Value derived from data provided in Annual Report/Financial Accounts Disclosure,4745.370198008526
3262,43102,Legal & General Group Plc,UNITED KINGDOM,GB0005603997,Financials,15163.0,20319.926,616384.586,0.657,0.88,26.698,Value derived from data provided in CDP,23087.491264980858
3278,43108,Marshalls plc,UNITED KINGDOM,GB00B012BV22,Materials,35072.0,7565.0,591786.03,58.249,12.564,982.86,Value derived from data provided in Environmental/CSR,602.106280891405
3294,43109,McBride plc,UNITED KINGDOM,GB0005746358,Consumer Staples,7257.43,27369.51,174843.514,8.158,30.764,196.529,Value derived from data provided in Annual Report/Financial Accounts Disclosure,889.65918018781
3310,43111,Meggitt PLC,UNITED KINGDOM,GB0005758098,Industrials,29145.0,57917.0,278898.494,13.493,26.814,129.121,Value derived from data provided in Annual Report/Financial Accounts Disclosure,2159.971337405153
3326,43113,John Menzies plc,UNITED KINGDOM,GB0005790059,Industrials,74496.0,18090.148,82452.085,70.473,17.113,77.999,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1057.091845074121
3366,43125,Paragon Banking Group Plc,UNITED KINGDOM,GB00B2NGPM57,Financials,887.925,739.611,9800.992,2.626,2.187,28.982,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,338.180087385183
3382,43126,National Express Group PLC,UNITED KINGDOM,GB0006215205,Industrials,466399.275,68260.172,266010.445,185.922,27.211,106.041,Exact Value from CDP,2508.573199749143
3415,43134,RSA Insurance Group Limited,UNITED KINGDOM,GB00BKKMKR23,Financials,3104.0,5580.0,209913.099,0.369,0.664,24.972,Value derived from data provided in Environmental/CSR,8405.9454
3431,43136,Oxford Instruments plc,UNITED KINGDOM,GB0006650450,Information Technology,321.15,2590.244,53825.516,0.796,6.421,133.436,Value derived from data provided in Annual Report/Financial Accounts Disclosure,403.3809
3472,43140,Associated British Foods plc,UNITED KINGDOM,GB0006731235,Consumer Staples,2796993.0,758195.0,8193107.207,157.745,42.761,462.077,Exact Value from CDP,17731.05702511248
3486,43141,PZ Cussons Plc,UNITED KINGDOM,GB00B19Z1432,Consumer Staples,39446.455,12216.678,172534.027,53.269,16.498,232.993,Exact Value from Annual Report/10K/Financial Accounts Disclosure,740.513049896016
3498,43142,Pendragon PLC,UNITED KINGDOM,GB00B1JQBT10,Consumer Discretionary,103412.722,56960.79,212741.55,29.143,16.052,59.953,Derived from previous year,3548.478534053107
3514,43143,Inchcape plc,UNITED KINGDOM,GB00B61TVQ02,Consumer Discretionary,8780.0,41179.0,455951.583,1.001,4.695,51.99,Value derived from data provided in CDP,8769.937999123007
3530,43146,Persimmon Plc,UNITED KINGDOM,GB0006825383,Consumer Discretionary,25885.999,3480.0,894742.924,6.064,0.815,209.602,Value derived from data provided in CDP,4268.7684
3558,43150,Euromoney Institutional Investor PLC,UNITED KINGDOM,GB0006886666,Communication Services,1708.141,1135.029,28518.496,3.999,2.657,66.758,Exact Value from CDP,427.192599957281
3574,43151,Bodycote Plc,UNITED KINGDOM,GB00B3FLWH99,Industrials,140412.0,150253.0,316447.207,183.072,195.903,412.591,Value derived from data provided in CDP,766.9752
3590,43155,Unite Group Plc,UNITED KINGDOM,GB0006928617,Real Estate,10328.0,34870.736,9563.062,32.801,110.746,30.371,Exact Value from CDP,314.8702
3606,43157,Porvair plc,UNITED KINGDOM,GB0006963689,Industrials,11898.498,7708.672,69197.019,68.859,44.611,400.456,Exact Value from Annual Report/10K/Financial Accounts Disclosure,172.795756504704
3625,43161,Prudential Plc,UNITED KINGDOM,GB0007099541,Financials,5637.0,43125.008,1364958.349,0.101,0.77,24.386,Value derived from data provided in CDP,55972.99796488703
3650,43164,Harworth Group Plc,UNITED KINGDOM,GB00BYZJ7G42,Real Estate,479.0,403.0,2733.62,5.335,4.489,30.448,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,89.780997150688
3680,43168,The Rank Group Plc,UNITED KINGDOM,GB00B1L5QH97,Consumer Discretionary,12089.0,14092.83,47553.696,15.039,17.531,59.156,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,803.867867637397
3694,43171,Reckitt Benckiser Group PLC,UNITED KINGDOM,GB00B24CGK77,Consumer Staples,138105.0,257090.115,2955617.407,7.695,14.325,164.686,Exact Value from CDP,17946.962698205305
3710,43173,Redrow plc,UNITED KINGDOM,GB00BG11K365,Consumer Discretionary,12250.0,3254.0,353628.861,7.261,1.929,209.602,Value derived from data provided in CDP,1687.1435
3726,43174,St. Modwen Properties Limited,UNITED KINGDOM,GB0007291015,Real Estate,3431.1,3598.4,78128.351,7.903,8.289,179.965,Value derived from data provided in Annual Report/Financial Accounts Disclosure,434.129961132357
3742,43177,RELX PLC,UNITED KINGDOM,GB00B2B0DG97,Industrials,4516.0,53171.702,349860.806,0.495,5.831,38.366,Value derived from data provided in CDP,9119.052799088095
3756,43179,Renishaw plc,UNITED KINGDOM,GB0007323586,Information Technology,3647.65,7723.452,84744.618,5.675,12.016,131.845,Value derived from data provided in CDP,642.760343192563
3772,43180,Rentokil Initial plc,UNITED KINGDOM,GB00B082RF11,Industrials,169755.0,15430.497,426233.938,46.876,4.261,117.701,Value derived from data provided in CDP,3621.328384710485
3808,43183,Ricardo plc,UNITED KINGDOM,GB0007370074,Industrials,4343.0,4981.0,53799.603,9.794,11.233,121.322,Value derived from data provided in Annual Report/Financial Accounts Disclosure,443.443828130995
3827,43185,Liontrust Asset Management PLC,UNITED KINGDOM,GB0007388407,Financials,255.0,2429.706,4677.619,1.618,15.414,29.675,Value derived from data provided in Environmental/CSR,157.628655013987
3876,43189,Sportech PLC,UNITED KINGDOM,GB00B28ZPV64,Consumer Discretionary,1203.66,3509.089,1135.088,47.004,137.033,44.326,Value split from data provided in Annual Report/Financial Accounts Disclosure,25.607699187308
3891,43191,Rotork plc,UNITED KINGDOM,GB00BVFNZH21,Industrials,3217.0,5286.0,197295.035,4.149,6.817,254.453,Value derived from data provided in CDP,775.368275237645
3920,43193,RPS Group plc,UNITED KINGDOM,GB0007594764,Industrials,6235.5,1738.0,31691.883,8.968,2.5,45.581,Exact Value from CDP,695.279674040061
3936,43194,Close Brothers Group plc,UNITED KINGDOM,GB0007668071,Financials,1780.0,1633.0,23593.336,1.885,1.729,24.985,Value summed up from data provided in Annual Report/Financial Accounts Disclosure,944.31396308005
3952,43195,St. James's Place plc,UNITED KINGDOM,GB0007669376,Financials,544.0,1641.0,293074.15,0.053,0.159,28.347,Value derived from data provided in CDP,10338.7741
3968,43196,J Sainsbury plc,UNITED KINGDOM,GB00B019KW72,Consumer Staples,507143.6,396009.0,3566998.331,13.699,10.697,96.351,Exact Value from CDP,37021.0350939709
3983,43197,Kin and Carta plc,UNITED KINGDOM,GB0007689002,Communication Services,626.062,1416.046,8236.627,3.606,8.156,47.441,Estimated data,173.619402560032
4000,43199,Travis Perkins plc,UNITED KINGDOM,GB00BK9RKT01,Industrials,89013.0,32841.0,514483.11,11.271,4.158,65.146,Value derived from data provided in CDP,7897.40749921026
4016,43201,Savills plc,UNITED KINGDOM,GB00B135BJ46,Real Estate,1680.0,5871.0,75533.011,0.753,2.63,33.836,Value derived from data provided in Annual Report/Financial Accounts Disclosure,2232.308124668172
4042,43205,Senior plc,UNITED KINGDOM,GB0007958233,Industrials,8972.578,39278.815,163622.799,9.536,41.746,173.902,Exact Value from CDP,940.891299905911
4057,43206,Serco Group plc,UNITED KINGDOM,GB0007973794,Industrials,165259.0,72505.841,241192.293,33.168,14.552,48.408,Exact Value from CDP,4982.517
4077,43208,Shaftesbury PLC,UNITED KINGDOM,GB0007990962,Real Estate,798.484,764.672,4809.185,5.033,4.82,30.315,Exact Value from CDP,158.6414
4106,43211,The Sage Group plc,UNITED KINGDOM,GB00B8C3BL03,Information Technology,2983.0,7107.3,85561.405,1.23,2.931,35.285,Value derived from data provided in CDP,2424.856
4118,43212,SIG PLC,UNITED KINGDOM,GB0008025412,Industrials,44905.044,4901.067,136255.239,18.678,2.039,56.674,Exact Value from Annual Report/10K/Financial Accounts Disclosure,2404.172123700593
4141,43218,SEGRO Plc,UNITED KINGDOM,GB00B5ZN1N88,Real Estate,1401.0,2357.0,20215.245,2.53,4.257,36.51,Exact Value from CDP,553.684199944631
4161,43220,Smiths Group plc,UNITED KINGDOM,GB00B1WY2338,Industrials,15262.0,96132.0,550833.036,4.75,29.921,171.446,Value derived from data provided in CDP,3212.861499357428
4177,43222,DS Smith Plc,UNITED KINGDOM,GB0008220112,Materials,1833166.0,592689.187,3457329.27,239.628,77.475,451.936,Exact Value from CDP,7650.0441
4193,43225,Spirax-Sarco Engineering plc,UNITED KINGDOM,GB00BWFGQN14,Industrials,20167.46,18178.0,372295.393,13.176,11.876,243.232,Exact Value from CDP,1530.615636720823
4215,43230,ME Group International plc,UNITED KINGDOM,GB0008481250,Consumer Discretionary,2858.63,18852.06,17418.449,10.484,69.14,63.882,Value derived from data provided in Annual Report/Financial Accounts Disclosure,272.665891919625
4231,43234,TT Electronics plc,UNITED KINGDOM,GB0008711763,Information Technology,1259.0,11259.0,99439.407,2.273,20.33,179.554,Value derived from data provided in CDP,553.812599944619
4247,43235,Tate & Lyle plc,UNITED KINGDOM,GB00BP92CJ43,Consumer Staples,1995000.0,623000.0,4992861.653,544.679,170.093,1363.161,Value derived from data provided in Annual Report/Financial Accounts Disclosure,3662.708890996619
4273,43237,Taylor Wimpey plc,UNITED KINGDOM,GB0008782301,Consumer Discretionary,16522.0,5272.0,747099.011,4.617,1.473,208.767,Value derived from data provided in CDP,3578.618886070195
4289,43239,Telecom Plus Plc,UNITED KINGDOM,GB0008794710,Utilities,1972.8,1425.758,150744.144,1.772,1.281,135.438,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1113.013587464901
4299,43242,Trifast Plc,UNITED KINGDOM,GB0008883927,Industrials,1891.0,5774.0,89039.551,7.431,22.691,349.917,Value derived from data provided in Annual Report/Financial Accounts Disclosure,254.4591
4315,43243,3i Group plc,UNITED KINGDOM,GB00B1YW4409,Financials,151.157,455.918,11708.473,0.366,1.104,28.347,Value derived from data provided in CDP,413.039699036837
4344,43251,Mothercare plc,UNITED KINGDOM,GB0009067447,Consumer Discretionary,1549.566,2712.0,12925.747,7.4,12.951,61.725,Value derived from data provided in Annual Report/Financial Accounts Disclosure,209.408752416625
4367,43255,Ultra Electronics Holdings plc,UNITED KINGDOM,GB0009123323,Industrials,1877.26,11398.871,109736.955,1.702,10.337,99.512,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1102.751135415469
4383,43260,Smith & Nephew plc,UNITED KINGDOM,GB0009223206,Health Care,9754.0,63248.02,634940.967,2.139,13.87,139.241,Value derived from data provided in CDP,4560.0
4396,43263,Victrex plc,UNITED KINGDOM,GB0009292243,Materials,18241.0,9212.0,152346.316,53.817,27.178,449.472,Value derived from data provided in Annual Report/Financial Accounts Disclosure,338.9447
4412,43264,Videndum Plc,UNITED KINGDOM,GB0009296665,Consumer Discretionary,1382.76,2159.101,61833.395,3.711,5.795,165.957,Value derived from data provided in Annual Report/Financial Accounts Disclosure,372.585757090551
4440,43269,De La Rue plc,UNITED KINGDOM,GB00B3DGH821,Industrials,3619.621,15565.639,134412.452,6.099,26.226,226.468,Exact Value from CDP,593.515484661607
4456,43271,Daily Mail and General Trust plc,UNITED KINGDOM,GB00BJQZC279,Communication Services,1000.0,8300.0,133687.898,0.652,5.413,87.184,Value derived from data provided in Environmental/CSR,1533.406104391902
4471,43272,The Weir Group PLC,UNITED KINGDOM,GB0009465807,Industrials,49505.659,107667.705,997708.485,19.646,42.728,395.938,Exact Value from CDP,2519.859799748014
4485,43276,London Stock Exchange Group plc,UNITED KINGDOM,GB00B0SWJX34,Financials,2670.06,14279.0,91861.539,0.852,4.555,29.306,Value summed up from data provided in CDP,3134.594114730832
4500,43279,Great Portland Estates Plc,UNITED KINGDOM,GB00BF5H9P87,Real Estate,1812.609,3255.0,3962.434,13.928,25.012,30.448,Exact Value from CDP,130.139274961157
4516,43280,Dechra Pharmaceuticals PLC,UNITED KINGDOM,GB0009633180,Health Care,6403.0,4989.0,57998.277,9.867,7.688,89.377,Value derived from data provided in Annual Report/Financial Accounts Disclosure,648.914533722374
4540,43284,Wilmington Plc,UNITED KINGDOM,GB0009692319,Industrials,132.107,272.677,6993.412,0.927,1.914,49.094,Exact Value from Annual Report/10K/Financial Accounts Disclosure,142.450004925687
4556,43285,Babcock International Group PLC,UNITED KINGDOM,GB0009697037,Industrials,169959.9,64331.4,286038.889,30.056,11.376,50.583,Value derived from data provided in Annual Report/Financial Accounts Disclosure,5654.831086813565
4572,43288,WPP Plc,UNITED KINGDOM,JE00B8KF9B49,Communication Services,21802.0,61995.587,664843.883,1.416,4.027,43.187,Value derived from data provided in CDP,15394.3975
4586,43289,Ferguson PLC,UNITED KINGDOM,JE00BJVNSS43,Industrials,185668.0,92293.0,1004449.401,9.311,4.629,50.374,Value derived from data provided in CDP,19940.0
4602,43296,Synthomer plc,UNITED KINGDOM,GB0009887422,Materials,205138.365,225662.0,977510.182,97.277,107.01,463.539,Exact Value from CDP,2108.797
4618,43297,Tribal Group Plc,UNITED KINGDOM,GB0030181522,Consumer Discretionary,1676.536,679.407,5087.798,17.918,7.261,54.375,Estimate used instead of disclosure - data does not cover global operations,93.56839703049
4646,43300,PageGroup Plc,UNITED KINGDOM,GB0030232317,Industrials,2023.0,3264.0,33179.428,1.209,1.95,19.827,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1673.482046889955
4662,43302,Wincanton plc,UNITED KINGDOM,GB0030329360,Industrials,295266.872,52388.95,144932.223,193.415,34.318,94.938,Value split from data provided in Annual Report/Financial Accounts Disclosure,1526.594698079507
4727,43317,Petropavlovsk Plc,UNITED KINGDOM,GB0031544546,Materials,186162.0,267992.541,176745.101,188.322,271.102,178.796,Value derived from data provided in Environmental/CSR,988.53
4762,43320,John Wood Group PLC,UNITED KINGDOM,GB00B5N0P849,Energy,86026.0,75664.0,836468.198,11.373,10.003,110.581,Value derived from data provided in Annual Report/Financial Accounts Disclosure,7564.3
4778,43321,Intertek Group PLC,UNITED KINGDOM,GB0031638363,Industrials,63253.199,122883.901,114358.795,17.988,34.946,32.521,Value derived from data provided in Environmental/CSR,3516.4145
4794,43322,William Hill Limited,UNITED KINGDOM,GB0031698896,Consumer Discretionary,1262.0,11287.511,99936.627,0.743,6.647,58.849,Value derived from data provided in Annual Report/Financial Accounts Disclosure,1698.19586906581
4814,43324,Burberry Group plc,UNITED KINGDOM,GB0031743007,Consumer Discretionary,2438.625,23874.641,218486.667,0.728,7.131,65.261,Value derived from data provided in CDP,3347.869672280798
4830,43328,Pennon Group Plc,UNITED KINGDOM,GB00BNNTLN49,Utilities,18945.999,96846.0,39985.608,23.674,121.015,49.965,Value derived from data provided in CDP,800.280287529692
4845,43329,Vesuvius plc,UNITED KINGDOM,GB00B82YXW83,Industrials,271000.0,96000.0,500400.031,144.891,51.327,267.541,Value derived from data provided in Environmental/CSR,1870.367797042496
4855,43331,Capricorn Energy PLC,UNITED KINGDOM,GB00BN0SMB92,Energy,24385.359,184.422,40337.823,61.782,0.467,102.199,Exact Value from Environmental/CSR,394.7
4871,43333,InterContinental Hotels Group Plc,UNITED KINGDOM,GB00BHJYC057,Consumer Discretionary,342504.0,1529498.871,93705.931,194.937,870.517,53.333,Value derived from data provided in CDP,1757.0
4887,43334,G4S Limited,UNITED KINGDOM,GB00B01FLG62,Industrials,162317.0,52500.279,360845.535,18.183,5.881,40.423,Exact Value from CDP,8926.6676
4899,43336,Rolls-Royce Holdings Plc,UNITED KINGDOM,GB00B63H8491,Industrials,229029.0,193987.0,1974960.11,15.102,12.792,130.231,Value summed up from data provided in Environmental/CSR,15165.074018717423
4926,43340,Bloomsbury Publishing plc,UNITED KINGDOM,GB0033147751,Communication Services,114.0,292.347,17555.593,0.548,1.406,84.418,Value derived from data provided in Annual Report/Financial Accounts Disclosure,207.959726922415
