,TCUID,Company,ISIN,GICS Sector Name,Carbon-Scope 1  (tonnes CO2e),Carbon-Scope 2  (tonnes CO2e),Carbon-Scope 3 (tonnes CO2e),Carbon Intensity-Scope 1 (tonnes CO2e/USD mn),Carbon Intensity-Scope 2 (tonnes CO2e/USD mn),Carbon Intensity-Scope 3 (tonnes CO2e/USD mn),Carbon Disclosure,Revenue (USD mn)
35218,236184,"Sinotruk Jinan Truck Co., Ltd.",CNE0000010Y1,Industrials,127109.0,643517.0,2560698.499,14.636,74.097,294.85,Value derived from data provided in Environmental/CSR,8684.7602
35223,236185,"Bright Real Estate Group Co.,Limited",CNE000000KH0,Real Estate,27114.459,115680.004,66688.675,12.488,53.278,30.715,Estimated data,2171.241599782876
35228,236186,"CETC Digital Technology Co.,Ltd.",CNE000000CM7,Information Technology,10397.644,6689.098,57281.807,8.827,5.679,48.628,Estimated data,1177.955
35233,236187,"Shanghai Chinafortune Co., Ltd.",CNE0000006D3,Financials,84.112,1489.297,5884.961,0.405,7.174,28.347,Estimated data,207.603706699949
35238,236188,"China Minmetals Rare Earth Co., Ltd.",CNE000000WS2,Materials,25812.351,45349.584,43236.071,107.546,188.947,180.141,Estimated data,240.011992748342
35243,236189,Shanxi Blue Flame Holding Company Limited,CNE0000012V3,Energy,87282.922,10087.999,21621.027,418.033,48.315,103.552,Estimated data,208.794392377367
35248,236190,"SGIS Songshan Co., Ltd.",CNE000000PW8,Materials,11743277.649,606534.538,2671694.835,2568.355,132.654,584.323,Estimated data,4572.2948
35254,236191,"Shenzhen Capstone Industrial Co.,Ltd.",CNE000000FR9,Communication Services,8393.339,4238.437,22725.832,27.192,13.731,73.626,Estimated data,308.665390674066
35259,236192,"Shenzhen Centralcon Investment Holding Co., Ltd.",CNE000000H53,Real Estate,19877.96,86213.714,52133.402,12.825,55.623,33.635,Estimated data,1549.963399845004
35263,236193,"Tunghsu Azure Renewable Energy Co.,Ltd.",CNE0000000D6,Utilities,3994.409,2963.153,20112.624,7.941,5.891,39.985,Estimated data,502.998799899399
35268,236194,FAWER Automotive Parts Limited Company,CNE000000B34,Consumer Discretionary,19238.616,35886.523,596975.099,11.947,22.286,370.723,Estimated data,1610.2999
35273,236195,"Shenzhen Special Economic Zone Real Estate & Properties (Group) Co., Ltd.",CNE000000F63,Real Estate,3283.701,11406.515,12593.806,14.032,48.744,53.817,Estimated data,234.009689150357
35279,236196,"Shenzhen Tellus Holding Co., Ltd.",CNE0000008N8,Consumer Discretionary,1359.44,2731.858,3320.977,22.106,44.423,54.002,Estimated data,61.496999987701
35285,236197,China Union Holdings Ltd.,CNE000000G13,Real Estate,5073.403,22111.422,12525.671,12.944,56.413,31.957,Estimated data,391.955099960805
35291,236198,"Jointo Energy Investment Co., Ltd. Hebei",CNE000000FT5,Utilities,39455317.783,2600.903,961128.377,19149.933,1.262,466.491,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,2060.337099793966
35296,236199,Shandong Hi-speed Company Limited,CNE0000019Y2,Industrials,49051.689,23622.144,128337.171,29.787,14.344,77.932,Estimated data,1646.775391343472
35301,236200,"Luenmei Quantum Co.,Ltd",CNE000000Y94,Utilities,338693.301,4996.225,36587.776,649.66,9.583,70.18,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,521.339641070144
35306,236201,"China Resources and Environment Co.,Ltd.",CNE000001113,Industrials,77600.048,5747.119,43467.438,160.803,11.909,90.073,Estimated data,482.5794
35312,236202,"Sanxiang Impression Co., Ltd.",CNE000000T00,Real Estate,8896.3,38320.071,21781.817,12.557,54.089,30.745,Estimated data,708.460399929154
35318,236203,"Citic Guoan Wine CO.,LTD",CNE000000RZ7,Consumer Staples,673.498,402.076,5211.544,49.127,29.329,380.144,Estimated data,13.7094
35323,236204,"Tibet Mineral Development Co., LTD",CNE000000S27,Materials,6072.963,10572.981,9973.194,109.436,190.527,179.719,Estimated data,55.493308159175
35328,236205,"Tibet Summit Resources Co.,Ltd.",CNE0000016D2,Materials,29152.185,38699.832,19127.235,177.635,235.813,116.549,Estimated data,164.112699983589
35333,236206,"GuangYuYuan Chinese Herbal Medicine Co., Ltd.",CNE000000MY1,Health Care,2583.287,1917.253,14367.663,16.07,11.927,89.377,Estimated data,160.7528
35338,236207,"Tellhow Sci-Tech Co., Ltd.",CNE000001BS4,Industrials,21628.018,20061.106,241183.588,24.694,22.905,275.373,Estimated data,875.842853628302
35343,236208,"Bestsun Energy Co., Ltd.",CNE0000003J7,Utilities,102217.814,3748.465,173379.096,164.22,6.022,278.546,Estimated data,622.443481193658
35349,236209,"Ccoop Group Co., Ltd",CNE0000003W0,Consumer Discretionary,3877.461,13975.075,19147.305,12.105,43.629,59.777,Estimated data,320.313499967969
35355,236210,"Xiamen Faratronic Co., Ltd.",CNE000001D72,Information Technology,9958.087,13973.084,62501.108,36.352,51.008,228.158,Estimated data,273.9381
35359,236211,China Petroleum Engineering Corporation,CNE000001642,Energy,72290.062,77691.915,510790.471,7.057,7.584,49.863,Estimated data,10243.97596663236
35364,236212,"Xinyu Iron & Steel Co., Ltd",CNE000000NP7,Materials,26947835.808,1391842.519,6130860.216,2568.355,132.654,584.323,Estimated data,10492.2538
35368,236213,"XIN JIANG READY HEALTH INDUSTRY Co., Ltd.",CNE000000QK1,Health Care,2464.288,1995.984,7211.33,19.027,15.412,55.681,Estimated data,129.511999987049
35370,236214,Dezhan Healthcare Company Limited,CNE000000VV8,Health Care,2242.019,1663.972,12469.61,16.07,11.927,89.377,Estimated data,139.5164
35375,236215,Vatti Corporation Limited,CNE000001KY3,Consumer Discretionary,21609.108,9455.289,243181.786,34.201,14.965,384.892,Estimated data,631.817901591603
35380,236216,"Dongguan Development (Holdings) Co., Ltd.",CNE000000R02,Industrials,4578.711,2394.371,13594.898,25.151,13.152,74.676,Estimated data,182.051498119301
35386,236217,"China Coal Xinji Energy Co.,Ltd",CNE1000008D7,Energy,11990924.944,53081.752,578354.622,9904.88,43.847,477.739,Value derived from fuel use provided in Annual Report/Financial Accounts Disclosure,1210.60776833855
35391,236218,"Shanghai Wanye Enterprises Co.,Ltd",CNE0000008P3,Real Estate,1865.892,7442.125,4486.536,13.825,55.139,33.241,Estimated data,134.969899986503
35396,236219,"Kailuan Energy Chemical Co.,Ltd.",CNE000001HX1,Materials,1747114.744,125440.705,886860.746,663.341,47.627,336.722,Estimated data,2633.809762515352
35401,236220,"Yueyang Forest & Paper Co., Ltd.",CNE000001HR3,Materials,423230.446,79724.236,259905.957,410.479,77.322,252.075,Estimated data,1031.065499896894
35408,236222,"Fujian Funeng Co., Ltd.",CNE000001HV5,Utilities,10494250.545,10839.486,923979.525,7577.945,7.827,667.21,Estimated data,1384.841199861516
35413,236223,"5i5j Holding Group Co., Ltd.",CNE000000636,Real Estate,17530.318,76598.838,43210.414,12.636,55.211,31.145,Estimated data,1387.377663610137
